TransactionID,TransactionDate,FY,Quarter,Month,FiscalMonthOrder,CalendarYear,MonthNo,CustomerID,CardNetwork,CardVariant,CustomerSegment,City,State,MerchantCategory,MerchantName,Channel,TransactionAmount_INR
T00302687,2025-12-15,FY25-26,Q3,Dec-25,9,2025,12,C010897,AmEx,Membership Rewards,Premium,Mumbai,Maharashtra,E-commerce,Ajio,Online,4658.0
T00676955,2025-12-05,FY25-26,Q3,Dec-25,9,2025,12,C024342,AmEx,Platinum,Premium,Mumbai,Maharashtra,Travel,Akbar Travels,Online,17235.0
T00151826,2025-04-26,FY25-26,Q1,Apr-25,1,2025,4,C005471,AmEx,Travel Platinum,Affluent,Mumbai,Maharashtra,Healthcare,Practo,POS,3346.0
T00646933,2025-06-03,FY25-26,Q1,Jun-25,3,2025,6,C023270,AmEx,SmartEarn,Upper Middle,Bengaluru,Karnataka,Dining,Mainland China,POS,1032.0
T00757091,2025-12-14,FY25-26,Q3,Dec-25,9,2025,12,C027212,AmEx,Platinum,Upper Middle,Mumbai,Maharashtra,Hotels,Taj Hotels,Online,5256.0
T00663380,2026-01-02,FY25-26,Q4,Jan-26,10,2026,1,C023852,AmEx,Gold,Mass Affluent,Bengaluru,Karnataka,E-commerce,Myntra,Online,274.0
T00293361,2025-08-24,FY25-26,Q2,Aug-25,5,2025,8,C010569,AmEx,Membership Rewards,Premium,Pune,Maharashtra,Dining,Swiggy Dineout,POS,772.0
T00108783,2026-02-11,FY25-26,Q4,Feb-26,11,2026,2,C003915,AmEx,Travel Platinum,Upper Middle,Delhi,Delhi,Dining,Swiggy Dineout,POS,2004.0
T00062556,2025-06-24,FY25-26,Q1,Jun-25,3,2025,6,C002254,AmEx,Gold,Upper Middle,Pune,Maharashtra,Dining,Barbeque Nation,POS,1168.0
T00820139,2025-10-10,FY25-26,Q3,Oct-25,7,2025,10,C029488,AmEx,Travel Platinum,Mass Affluent,Mumbai,Maharashtra,Travel,MakeMyTrip,POS,9670.0
T00576621,2026-01-03,FY25-26,Q4,Jan-26,10,2026,1,C020731,AmEx,Gold,Premium,Hyderabad,Telangana,Grocery,Reliance Fresh,POS,700.0
T00525298,2026-02-16,FY25-26,Q4,Feb-26,11,2026,2,C018895,AmEx,Platinum,Premium,Bengaluru,Karnataka,E-commerce,Nykaa,Online,5346.0
T00344866,2025-07-15,FY25-26,Q2,Jul-25,4,2025,7,C012406,AmEx,Travel Platinum,Premium,Hyderabad,Telangana,E-commerce,Flipkart,POS,2509.0
T00303454,2025-07-24,FY25-26,Q2,Jul-25,4,2025,7,C010927,AmEx,Gold,Affluent,Delhi,Delhi,Grocery,Reliance Fresh,POS,988.0
T00575358,2025-12-16,FY25-26,Q3,Dec-25,9,2025,12,C020686,AmEx,Membership Rewards,Mass Affluent,Ahmedabad,Gujarat,E-commerce,Nykaa,Online,504.0
T00294567,2025-04-30,FY25-26,Q1,Apr-25,1,2025,4,C010610,AmEx,Gold,Affluent,Chennai,Tamil Nadu,Entertainment,BookMyShow,POS,1180.0
T00398696,2025-06-29,FY25-26,Q1,Jun-25,3,2025,6,C014329,AmEx,SmartEarn,Affluent,Chennai,Tamil Nadu,Grocery,Blinkit,POS,476.0
T00834637,2026-03-21,FY25-26,Q4,Mar-26,12,2026,3,C030004,AmEx,Platinum,Affluent,Delhi,Delhi,Hotels,ITC Hotels,Online,8448.0
T00048418,2026-02-08,FY25-26,Q4,Feb-26,11,2026,2,C001749,AmEx,Platinum,Premium,Delhi,Delhi,Electronics,Apple India,Online,4800.0
T00608765,2026-03-24,FY25-26,Q4,Mar-26,12,2026,3,C021891,AmEx,SmartEarn,Affluent,Delhi,Delhi,Travel,IRCTC,POS,6650.0
T00056295,2025-04-10,FY25-26,Q1,Apr-25,1,2025,4,C002027,AmEx,Corporate,Affluent,Chennai,Tamil Nadu,E-commerce,Ajio,Online,1264.0
T00024268,2026-03-25,FY25-26,Q4,Mar-26,12,2026,3,C000873,AmEx,Gold,Premium,Bengaluru,Karnataka,E-commerce,Nykaa,Online,4018.0
T00868032,2025-11-25,FY25-26,Q3,Nov-25,8,2025,11,C031212,AmEx,Travel Platinum,Mass Affluent,Hyderabad,Telangana,Hotels,ITC Hotels,Online,5130.0
T00711465,2026-01-22,FY25-26,Q4,Jan-26,10,2026,1,C025595,AmEx,Platinum,Upper Middle,Gurugram,Haryana,Luxury Retail,Shoppers Stop,POS,5292.0
T00828260,2025-08-06,FY25-26,Q2,Aug-25,5,2025,8,C029779,AmEx,Corporate,Mass Affluent,Delhi,Delhi,Entertainment,BookMyShow,Online,1268.0
T00585147,2025-05-21,FY25-26,Q1,May-25,2,2025,5,C021042,AmEx,Membership Rewards,Premium,Mumbai,Maharashtra,E-commerce,Ajio,Online,1980.0
T00470042,2025-04-09,FY25-26,Q1,Apr-25,1,2025,4,C016913,AmEx,Gold,Affluent,Delhi,Delhi,Electronics,Apple India,POS,3211.0
T00676250,2025-04-30,FY25-26,Q1,Apr-25,1,2025,4,C024317,AmEx,Platinum,Affluent,Mumbai,Maharashtra,Hotels,ITC Hotels,Online,14424.0
T00448941,2025-06-02,FY25-26,Q1,Jun-25,3,2025,6,C016155,AmEx,SmartEarn,Upper Middle,Delhi,Delhi,Hotels,OYO Premium,Online,3048.0
T00808553,2025-05-04,FY25-26,Q1,May-25,2,2025,5,C029076,AmEx,Membership Rewards,Premium,Mumbai,Maharashtra,Dining,Zomato Dining,POS,2492.0
T00274708,2026-02-01,FY25-26,Q4,Feb-26,11,2026,2,C009904,AmEx,Membership Rewards,Affluent,Hyderabad,Telangana,Travel,IRCTC,POS,5210.0
T00273528,2025-12-09,FY25-26,Q3,Dec-25,9,2025,12,C009861,AmEx,Platinum,Premium,Mumbai,Maharashtra,E-commerce,Nykaa,POS,2398.0
T00002872,2025-08-10,FY25-26,Q2,Aug-25,5,2025,8,C000108,AmEx,Corporate,Premium,Bengaluru,Karnataka,Grocery,Blinkit,POS,1956.0
T00875866,2025-10-09,FY25-26,Q3,Oct-25,7,2025,10,C031492,AmEx,Platinum,Premium,Chennai,Tamil Nadu,Electronics,Apple India,POS,6408.0
T00124221,2025-06-25,FY25-26,Q1,Jun-25,3,2025,6,C004473,AmEx,Gold,Premium,Hyderabad,Telangana,Dining,Zomato Dining,POS,1808.0
T00818642,2025-11-19,FY25-26,Q3,Nov-25,8,2025,11,C029437,AmEx,Corporate,Affluent,Mumbai,Maharashtra,Dining,Zomato Dining,POS,3636.0
T00732873,2025-04-23,FY25-26,Q1,Apr-25,1,2025,4,C026347,AmEx,Platinum,Premium,Bengaluru,Karnataka,Hotels,Radisson,Online,8004.0
T00069048,2026-01-17,FY25-26,Q4,Jan-26,10,2026,1,C002488,AmEx,Platinum,Premium,Bengaluru,Karnataka,Travel,Air India,Online,55821.0
T00571648,2025-11-02,FY25-26,Q3,Nov-25,8,2025,11,C020549,AmEx,Platinum,Upper Middle,Mumbai,Maharashtra,Dining,Mainland China,POS,1308.0
T00352836,2025-04-10,FY25-26,Q1,Apr-25,1,2025,4,C012696,AmEx,Corporate,Affluent,Gurugram,Haryana,Dining,Swiggy Dineout,POS,1032.0
T00720052,2025-06-29,FY25-26,Q1,Jun-25,3,2025,6,C025896,AmEx,Membership Rewards,Affluent,Gurugram,Haryana,Fuel,BPCL,POS,2852.0
T00566279,2025-09-11,FY25-26,Q2,Sep-25,6,2025,9,C020355,AmEx,Platinum,Upper Middle,Mumbai,Maharashtra,Travel,Yatra,Online,13459.0
T00565832,2025-11-04,FY25-26,Q3,Nov-25,8,2025,11,C020339,AmEx,Gold,Affluent,Mumbai,Maharashtra,Healthcare,Apollo Hospitals,POS,1781.0
T00829057,2025-07-26,FY25-26,Q2,Jul-25,4,2025,7,C029805,AmEx,Gold,Premium,Delhi,Delhi,Travel,Air India,Online,7494.0
T00404010,2025-08-20,FY25-26,Q2,Aug-25,5,2025,8,C014524,AmEx,Membership Rewards,Premium,Hyderabad,Telangana,Entertainment,PVR INOX,Online,3368.0
T00836064,2025-05-05,FY25-26,Q1,May-25,2,2025,5,C030056,AmEx,Gold,Affluent,Hyderabad,Telangana,E-commerce,Flipkart,Online,2239.0
T00478424,2025-05-07,FY25-26,Q1,May-25,2,2025,5,C017210,AmEx,SmartEarn,Upper Middle,Mumbai,Maharashtra,Entertainment,Netflix,Online,420.0
T00791840,2025-04-08,FY25-26,Q1,Apr-25,1,2025,4,C028465,AmEx,Platinum,Affluent,Pune,Maharashtra,E-commerce,Amazon India,Online,2142.0
T00600292,2025-11-07,FY25-26,Q3,Nov-25,8,2025,11,C021584,AmEx,Gold,Affluent,Bengaluru,Karnataka,Hotels,Radisson,POS,3708.0
T00473409,2025-04-11,FY25-26,Q1,Apr-25,1,2025,4,C017031,AmEx,Platinum,Affluent,Mumbai,Maharashtra,Entertainment,Spotify,Online,1044.0
T00285381,2025-08-11,FY25-26,Q2,Aug-25,5,2025,8,C010283,AmEx,Platinum,Premium,Mumbai,Maharashtra,Hotels,Taj Hotels,POS,12588.0
T00710040,2026-01-17,FY25-26,Q4,Jan-26,10,2026,1,C025540,AmEx,SmartEarn,Affluent,Mumbai,Maharashtra,E-commerce,Ajio,Online,1800.0
T00514723,2025-08-05,FY25-26,Q2,Aug-25,5,2025,8,C018511,AmEx,Travel Platinum,Premium,Mumbai,Maharashtra,Travel,Akbar Travels,Online,6694.0
T00802851,2026-03-19,FY25-26,Q4,Mar-26,12,2026,3,C028867,AmEx,SmartEarn,Upper Middle,Gurugram,Haryana,Dining,Barbeque Nation,Online,1228.0
T00153426,2026-01-07,FY25-26,Q4,Jan-26,10,2026,1,C005528,AmEx,Travel Platinum,Affluent,Bengaluru,Karnataka,Dining,Zomato Dining,POS,1400.0
T00826986,2025-10-22,FY25-26,Q3,Oct-25,7,2025,10,C029731,AmEx,Platinum,Mass Affluent,Pune,Maharashtra,Grocery,Reliance Fresh,POS,1772.0
T00592535,2025-10-29,FY25-26,Q3,Oct-25,7,2025,10,C021309,AmEx,Gold,Premium,Mumbai,Maharashtra,Dining,Starbucks,POS,4148.0
T00541694,2025-05-11,FY25-26,Q1,May-25,2,2025,5,C019487,AmEx,Gold,Upper Middle,Bengaluru,Karnataka,E-commerce,Flipkart,Online,677.0
T00281046,2025-09-16,FY25-26,Q2,Sep-25,6,2025,9,C010127,AmEx,Membership Rewards,Upper Middle,Kolkata,West Bengal,Dining,Starbucks,POS,3180.0
T00854061,2025-08-02,FY25-26,Q2,Aug-25,5,2025,8,C030712,AmEx,Gold,Affluent,Mumbai,Maharashtra,Entertainment,Netflix,Online,680.0
T00333984,2025-07-07,FY25-26,Q2,Jul-25,4,2025,7,C012013,AmEx,SmartEarn,Affluent,Chennai,Tamil Nadu,Entertainment,BookMyShow,Online,280.0
T00853215,2026-03-07,FY25-26,Q4,Mar-26,12,2026,3,C030681,AmEx,SmartEarn,Affluent,Bengaluru,Karnataka,Dining,Zomato Dining,POS,2572.0
T00304540,2026-03-05,FY25-26,Q4,Mar-26,12,2026,3,C010965,AmEx,Platinum,Upper Middle,Gurugram,Haryana,E-commerce,Amazon India,Online,1098.0
T00113696,2025-09-03,FY25-26,Q2,Sep-25,6,2025,9,C004089,AmEx,Gold,Premium,Bengaluru,Karnataka,Luxury Retail,Rolex Boutique,Online,5852.0
T00089655,2025-10-09,FY25-26,Q3,Oct-25,7,2025,10,C003227,AmEx,SmartEarn,Affluent,Delhi,Delhi,Entertainment,PVR INOX,Online,796.0
T00341859,2025-10-24,FY25-26,Q3,Oct-25,7,2025,10,C012296,AmEx,Gold,Premium,Hyderabad,Telangana,Hotels,Radisson,Online,4986.0
T00182399,2025-12-15,FY25-26,Q3,Dec-25,9,2025,12,C006576,AmEx,Corporate,Premium,Pune,Maharashtra,Grocery,Reliance Fresh,POS,1080.0
T00115071,2025-06-16,FY25-26,Q1,Jun-25,3,2025,6,C004139,AmEx,Membership Rewards,Premium,Delhi,Delhi,E-commerce,Ajio,Online,868.0
T00547648,2025-12-24,FY25-26,Q3,Dec-25,9,2025,12,C019699,AmEx,SmartEarn,Premium,Chennai,Tamil Nadu,Electronics,Croma,Online,2026.0
T00015862,2025-10-01,FY25-26,Q3,Oct-25,7,2025,10,C000577,AmEx,Gold,Upper Middle,Bengaluru,Karnataka,Dining,Mainland China,POS,1564.0
T00393797,2025-09-09,FY25-26,Q2,Sep-25,6,2025,9,C014154,AmEx,Gold,Upper Middle,Pune,Maharashtra,Travel,Akbar Travels,POS,16211.0
T00359032,2025-09-07,FY25-26,Q2,Sep-25,6,2025,9,C012919,AmEx,SmartEarn,Affluent,Pune,Maharashtra,Travel,IRCTC,Online,4563.0
T00118550,2025-09-25,FY25-26,Q2,Sep-25,6,2025,9,C004268,AmEx,Membership Rewards,Affluent,Delhi,Delhi,Luxury Retail,Sephora,POS,1658.0
T00647602,2025-07-11,FY25-26,Q2,Jul-25,4,2025,7,C023293,AmEx,SmartEarn,Premium,Chennai,Tamil Nadu,Healthcare,Fortis,POS,1222.0
T00478727,2025-05-16,FY25-26,Q1,May-25,2,2025,5,C017220,AmEx,Platinum,Affluent,Mumbai,Maharashtra,Travel,IndiGo,POS,7712.0
T00780899,2025-09-28,FY25-26,Q2,Sep-25,6,2025,9,C028069,AmEx,Gold,Upper Middle,Chennai,Tamil Nadu,Dining,Barbeque Nation,POS,2876.0
T00467374,2026-02-03,FY25-26,Q4,Feb-26,11,2026,2,C016816,AmEx,Platinum,Affluent,Mumbai,Maharashtra,Grocery,Nature's Basket,POS,792.0
T00351413,2025-06-04,FY25-26,Q1,Jun-25,3,2025,6,C012644,AmEx,Platinum,Upper Middle,Mumbai,Maharashtra,Electronics,Vijay Sales,POS,8011.0
T00259587,2025-09-08,FY25-26,Q2,Sep-25,6,2025,9,C009354,AmEx,Platinum,Affluent,Delhi,Delhi,Travel,Akbar Travels,Online,15398.0
T00180000,2025-07-27,FY25-26,Q2,Jul-25,4,2025,7,C006492,AmEx,SmartEarn,Upper Middle,Delhi,Delhi,E-commerce,Amazon India,Online,241.0
T00844950,2025-05-20,FY25-26,Q1,May-25,2,2025,5,C030378,AmEx,Membership Rewards,Affluent,Chennai,Tamil Nadu,E-commerce,Amazon India,Online,1886.0
T00227140,2026-03-18,FY25-26,Q4,Mar-26,12,2026,3,C008201,AmEx,Platinum,Upper Middle,Chennai,Tamil Nadu,Entertainment,PVR INOX,POS,1032.0
T00855244,2025-04-17,FY25-26,Q1,Apr-25,1,2025,4,C030756,AmEx,Membership Rewards,Affluent,Mumbai,Maharashtra,Electronics,Vijay Sales,Online,2563.0
T00816948,2025-12-07,FY25-26,Q3,Dec-25,9,2025,12,C029375,AmEx,Membership Rewards,Affluent,Hyderabad,Telangana,Electronics,Apple India,Online,4939.0
T00468501,2025-10-18,FY25-26,Q3,Oct-25,7,2025,10,C016857,AmEx,Gold,Upper Middle,Kolkata,West Bengal,E-commerce,Myntra,Online,860.0
T00591013,2025-04-20,FY25-26,Q1,Apr-25,1,2025,4,C021254,AmEx,SmartEarn,Affluent,Bengaluru,Karnataka,Travel,MakeMyTrip,POS,4762.0
T00362983,2025-07-04,FY25-26,Q2,Jul-25,4,2025,7,C013059,AmEx,Gold,Premium,Mumbai,Maharashtra,Electronics,Vijay Sales,POS,12283.0
T00645452,2025-11-29,FY25-26,Q3,Nov-25,8,2025,11,C023216,AmEx,Gold,Premium,Pune,Maharashtra,Travel,Akbar Travels,POS,7546.0
T00106870,2025-07-12,FY25-26,Q2,Jul-25,4,2025,7,C003847,AmEx,Platinum,Upper Middle,Ahmedabad,Gujarat,Entertainment,BookMyShow,POS,928.0
T00129377,2025-11-01,FY25-26,Q3,Nov-25,8,2025,11,C004660,AmEx,Membership Rewards,Premium,Mumbai,Maharashtra,Dining,Starbucks,POS,680.0
T00603163,2025-06-25,FY25-26,Q1,Jun-25,3,2025,6,C021686,AmEx,Corporate,Affluent,Mumbai,Maharashtra,Entertainment,Spotify,Online,2096.0
T00022449,2026-01-11,FY25-26,Q4,Jan-26,10,2026,1,C000808,AmEx,Corporate,Upper Middle,Bengaluru,Karnataka,Dining,Zomato Dining,POS,696.0
T00376277,2025-12-23,FY25-26,Q3,Dec-25,9,2025,12,C013529,AmEx,Travel Platinum,Mass Affluent,Mumbai,Maharashtra,Travel,Akbar Travels,POS,6656.0
T00269932,2025-11-14,FY25-26,Q3,Nov-25,8,2025,11,C009731,AmEx,Travel Platinum,Premium,Mumbai,Maharashtra,E-commerce,Nykaa,Online,6048.0
T00474217,2025-08-08,FY25-26,Q2,Aug-25,5,2025,8,C017059,AmEx,Platinum,Affluent,Mumbai,Maharashtra,Grocery,Blinkit,POS,1056.0
T00524838,2025-05-23,FY25-26,Q1,May-25,2,2025,5,C018878,AmEx,Travel Platinum,Premium,Bengaluru,Karnataka,Dining,Starbucks,POS,4924.0
T00266862,2025-10-14,FY25-26,Q3,Oct-25,7,2025,10,C009617,AmEx,Travel Platinum,Premium,Gurugram,Haryana,Dining,Starbucks,POS,1084.0
T00338508,2025-09-26,FY25-26,Q2,Sep-25,6,2025,9,C012175,AmEx,Gold,Mass Affluent,Hyderabad,Telangana,Hotels,Taj Hotels,Online,2028.0
T00205610,2025-07-19,FY25-26,Q2,Jul-25,4,2025,7,C007411,AmEx,Membership Rewards,Premium,Gurugram,Haryana,E-commerce,Myntra,Online,3449.0
T00315341,2025-09-20,FY25-26,Q2,Sep-25,6,2025,9,C011346,AmEx,Corporate,Affluent,Bengaluru,Karnataka,Grocery,Reliance Fresh,POS,688.0
T00231374,2025-04-30,FY25-26,Q1,Apr-25,1,2025,4,C008353,AmEx,Platinum,Affluent,Kolkata,West Bengal,Travel,MakeMyTrip,POS,19034.0
T00703081,2025-10-30,FY25-26,Q3,Oct-25,7,2025,10,C025293,AmEx,Corporate,Premium,Kolkata,West Bengal,E-commerce,Nykaa,Online,1134.0
T00724213,2025-08-27,FY25-26,Q2,Aug-25,5,2025,8,C026043,AmEx,Membership Rewards,Upper Middle,Mumbai,Maharashtra,Entertainment,Netflix,Online,1412.0
T00746248,2025-10-09,FY25-26,Q3,Oct-25,7,2025,10,C026824,AmEx,Platinum,Upper Middle,Chennai,Tamil Nadu,E-commerce,Flipkart,POS,1793.0
T00521958,2026-02-19,FY25-26,Q4,Feb-26,11,2026,2,C018774,AmEx,Gold,Affluent,Mumbai,Maharashtra,Grocery,BigBasket,POS,796.0
T00471089,2026-02-25,FY25-26,Q4,Feb-26,11,2026,2,C016950,AmEx,Platinum,Premium,Delhi,Delhi,Grocery,BigBasket,POS,1104.0
T00861836,2025-04-02,FY25-26,Q1,Apr-25,1,2025,4,C030992,AmEx,Platinum,Premium,Kolkata,West Bengal,Dining,Barbeque Nation,POS,5864.0
T00219672,2025-07-26,FY25-26,Q2,Jul-25,4,2025,7,C007928,AmEx,Gold,Affluent,Chennai,Tamil Nadu,Travel,IndiGo,Online,5331.0
T00443620,2025-11-23,FY25-26,Q3,Nov-25,8,2025,11,C015960,AmEx,Platinum,Affluent,Pune,Maharashtra,Luxury Retail,Rolex Boutique,Online,3713.0
T00739825,2025-10-13,FY25-26,Q3,Oct-25,7,2025,10,C026599,AmEx,Membership Rewards,Premium,Mumbai,Maharashtra,Luxury Retail,Shoppers Stop,POS,14734.0
T00739786,2025-05-22,FY25-26,Q1,May-25,2,2025,5,C026598,AmEx,Gold,Affluent,Mumbai,Maharashtra,Hotels,Taj Hotels,Online,15534.0
T00424080,2025-08-10,FY25-26,Q2,Aug-25,5,2025,8,C015249,AmEx,Membership Rewards,Affluent,Gurugram,Haryana,Travel,Air India,POS,4742.0
T00733275,2025-06-29,FY25-26,Q1,Jun-25,3,2025,6,C026362,AmEx,Travel Platinum,Premium,Delhi,Delhi,Travel,Yatra,POS,6810.0
T00134193,2026-03-26,FY25-26,Q4,Mar-26,12,2026,3,C004831,AmEx,Gold,Premium,Mumbai,Maharashtra,Luxury Retail,Sephora,POS,6468.0
T00125879,2026-02-02,FY25-26,Q4,Feb-26,11,2026,2,C004533,AmEx,SmartEarn,Premium,Delhi,Delhi,Entertainment,Netflix,POS,1488.0
T00073251,2026-02-22,FY25-26,Q4,Feb-26,11,2026,2,C002637,AmEx,SmartEarn,Affluent,Mumbai,Maharashtra,Healthcare,Fortis,POS,869.0
T00687534,2025-11-18,FY25-26,Q3,Nov-25,8,2025,11,C024728,AmEx,Gold,Affluent,Pune,Maharashtra,E-commerce,Nykaa,Online,1696.0
T00204407,2025-04-16,FY25-26,Q1,Apr-25,1,2025,4,C007369,AmEx,Gold,Upper Middle,Bengaluru,Karnataka,Dining,Mainland China,POS,864.0
T00679935,2025-09-13,FY25-26,Q2,Sep-25,6,2025,9,C024453,AmEx,SmartEarn,Upper Middle,Delhi,Delhi,Luxury Retail,Sephora,Online,2016.0
T00171663,2025-09-07,FY25-26,Q2,Sep-25,6,2025,9,C006189,AmEx,SmartEarn,Premium,Chennai,Tamil Nadu,Electronics,Vijay Sales,POS,1186.0
T00483944,2026-03-13,FY25-26,Q4,Mar-26,12,2026,3,C017406,AmEx,Corporate,Mass Affluent,Pune,Maharashtra,Grocery,Nature's Basket,POS,444.0
T00341032,2025-09-27,FY25-26,Q2,Sep-25,6,2025,9,C012267,AmEx,Platinum,Premium,Bengaluru,Karnataka,Travel,IRCTC,Online,9498.0
T00395283,2025-09-01,FY25-26,Q2,Sep-25,6,2025,9,C014206,AmEx,Membership Rewards,Premium,Delhi,Delhi,Travel,MakeMyTrip,POS,8032.0
T00386076,2025-07-12,FY25-26,Q2,Jul-25,4,2025,7,C013880,AmEx,Gold,Affluent,Delhi,Delhi,Hotels,Marriott,Online,6882.0
T00590058,2025-06-06,FY25-26,Q1,Jun-25,3,2025,6,C021218,AmEx,Travel Platinum,Affluent,Bengaluru,Karnataka,E-commerce,Nykaa,Online,940.0
T00121373,2025-11-01,FY25-26,Q3,Nov-25,8,2025,11,C004368,AmEx,Gold,Affluent,Chennai,Tamil Nadu,E-commerce,Nykaa,Online,3812.0
T00184731,2025-09-29,FY25-26,Q2,Sep-25,6,2025,9,C006660,AmEx,Travel Platinum,Affluent,Mumbai,Maharashtra,Travel,IRCTC,POS,9850.0
T00807054,2025-07-18,FY25-26,Q2,Jul-25,4,2025,7,C029018,AmEx,Corporate,Premium,Mumbai,Maharashtra,Dining,Starbucks,POS,2332.0
T00826596,2025-04-13,FY25-26,Q1,Apr-25,1,2025,4,C029718,AmEx,Corporate,Premium,Bengaluru,Karnataka,E-commerce,Ajio,Online,1778.0
T00600088,2025-11-16,FY25-26,Q3,Nov-25,8,2025,11,C021577,AmEx,Platinum,Affluent,Delhi,Delhi,Travel,IRCTC,POS,2771.0
T00754267,2025-08-28,FY25-26,Q2,Aug-25,5,2025,8,C027111,AmEx,Membership Rewards,Upper Middle,Mumbai,Maharashtra,E-commerce,Myntra,Online,7020.0
T00000426,2025-06-28,FY25-26,Q1,Jun-25,3,2025,6,C000017,AmEx,Corporate,Premium,Bengaluru,Karnataka,Hotels,OYO Premium,Online,8814.0
T00838823,2025-10-22,FY25-26,Q3,Oct-25,7,2025,10,C030156,AmEx,Membership Rewards,Upper Middle,Delhi,Delhi,E-commerce,Myntra,Online,1850.0
T00807317,2025-04-13,FY25-26,Q1,Apr-25,1,2025,4,C029028,AmEx,Gold,Affluent,Hyderabad,Telangana,E-commerce,Ajio,Online,313.0
T00625634,2025-04-07,FY25-26,Q1,Apr-25,1,2025,4,C022502,AmEx,Gold,Affluent,Bengaluru,Karnataka,E-commerce,Myntra,Online,2826.0
T00397625,2025-09-24,FY25-26,Q2,Sep-25,6,2025,9,C014289,AmEx,Gold,Upper Middle,Pune,Maharashtra,Dining,Mainland China,Online,1880.0
T00414359,2025-04-04,FY25-26,Q1,Apr-25,1,2025,4,C014895,AmEx,Platinum,Affluent,Delhi,Delhi,Dining,Barbeque Nation,POS,1568.0
T00100995,2026-02-11,FY25-26,Q4,Feb-26,11,2026,2,C003632,AmEx,Corporate,Upper Middle,Hyderabad,Telangana,Dining,Mainland China,POS,1152.0
T00560562,2026-02-23,FY25-26,Q4,Feb-26,11,2026,2,C020156,AmEx,Platinum,Affluent,Delhi,Delhi,E-commerce,Flipkart,Online,2700.0
T00681870,2025-04-20,FY25-26,Q1,Apr-25,1,2025,4,C024522,AmEx,Platinum,Premium,Mumbai,Maharashtra,E-commerce,Nykaa,Online,5609.0
T00157852,2025-10-20,FY25-26,Q3,Oct-25,7,2025,10,C005692,AmEx,Membership Rewards,Upper Middle,Delhi,Delhi,E-commerce,Nykaa,Online,2718.0
T00804153,2025-08-18,FY25-26,Q2,Aug-25,5,2025,8,C028914,AmEx,Travel Platinum,Upper Middle,Gurugram,Haryana,Dining,Swiggy Dineout,POS,2364.0
T00143609,2026-01-10,FY25-26,Q4,Jan-26,10,2026,1,C005175,AmEx,Gold,Affluent,Pune,Maharashtra,Dining,Swiggy Dineout,POS,976.0
T00212321,2025-09-25,FY25-26,Q2,Sep-25,6,2025,9,C007659,AmEx,Platinum,Affluent,Mumbai,Maharashtra,Dining,Mainland China,POS,2344.0
T00859273,2026-01-26,FY25-26,Q4,Jan-26,10,2026,1,C030897,AmEx,SmartEarn,Mass Affluent,Hyderabad,Telangana,Dining,Zomato Dining,POS,2016.0
T00315435,2025-04-04,FY25-26,Q1,Apr-25,1,2025,4,C011349,AmEx,Membership Rewards,Premium,Bengaluru,Karnataka,Dining,Barbeque Nation,POS,1320.0
T00191775,2026-01-16,FY25-26,Q4,Jan-26,10,2026,1,C006919,AmEx,Gold,Affluent,Mumbai,Maharashtra,Entertainment,BookMyShow,Online,1032.0
T00339251,2025-08-06,FY25-26,Q2,Aug-25,5,2025,8,C012204,AmEx,Gold,Upper Middle,Delhi,Delhi,Luxury Retail,Rolex Boutique,POS,2106.0
T00644078,2025-10-22,FY25-26,Q3,Oct-25,7,2025,10,C023167,AmEx,Membership Rewards,Affluent,Gurugram,Haryana,Grocery,Reliance Fresh,POS,996.0
T00155975,2026-01-06,FY25-26,Q4,Jan-26,10,2026,1,C005621,AmEx,Membership Rewards,Affluent,Mumbai,Maharashtra,Hotels,Marriott,Online,10956.0
T00706330,2025-12-05,FY25-26,Q3,Dec-25,9,2025,12,C025407,AmEx,Travel Platinum,Affluent,Bengaluru,Karnataka,Travel,Air India,Online,21523.0
T00266541,2025-07-27,FY25-26,Q2,Jul-25,4,2025,7,C009605,AmEx,Membership Rewards,Upper Middle,Kolkata,West Bengal,Travel,Air India,POS,13235.0
T00611951,2025-09-14,FY25-26,Q2,Sep-25,6,2025,9,C022009,AmEx,SmartEarn,Mass Affluent,Pune,Maharashtra,Electronics,Apple India,Online,1445.0
T00265742,2025-11-09,FY25-26,Q3,Nov-25,8,2025,11,C009576,AmEx,Membership Rewards,Affluent,Pune,Maharashtra,Dining,Mainland China,POS,1016.0
T00660038,2025-04-03,FY25-26,Q1,Apr-25,1,2025,4,C023733,AmEx,Platinum,Affluent,Delhi,Delhi,Dining,Swiggy Dineout,POS,3696.0
T00621227,2025-06-08,FY25-26,Q1,Jun-25,3,2025,6,C022344,AmEx,Gold,Upper Middle,Kolkata,West Bengal,Hotels,Radisson,Online,2550.0
T00570346,2025-10-19,FY25-26,Q3,Oct-25,7,2025,10,C020501,AmEx,Platinum,Affluent,Chennai,Tamil Nadu,Dining,Mainland China,POS,1856.0
T00479351,2025-10-27,FY25-26,Q3,Oct-25,7,2025,10,C017243,AmEx,SmartEarn,Affluent,Hyderabad,Telangana,Luxury Retail,Rolex Boutique,POS,5443.0
T00838527,2025-08-29,FY25-26,Q2,Aug-25,5,2025,8,C030145,AmEx,SmartEarn,Affluent,Hyderabad,Telangana,E-commerce,Myntra,Online,4799.0
